x,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
970,66,Private,22502,7th-8th,4,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
971,30,Private,23778,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,4416,0,40,United-States,<=50K
972,49,Private,380922,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,United-States,>50K
973,40,Self-emp-not-inc,173651,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
974,38,Private,191137,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
975,25,Private,217006,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
976,51,State-gov,22211,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,37,United-States,>50K
977,23,Local-gov,57711,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Germany,<=50K
978,60,Self-emp-not-inc,123190,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,67,United-States,>50K
979,44,Private,110028,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,27828,0,60,United-States,>50K
980,53,Self-emp-not-inc,174102,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,60,United-States,>50K
981,66,Self-emp-not-inc,183249,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,>50K
982,18,?,240183,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,45,United-States,<=50K
983,44,Local-gov,49665,Assoc-voc,11,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
984,38,Private,210438,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
985,30,Private,53373,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
986,36,Private,295706,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,3674,0,42,United-States,<=50K
987,38,Local-gov,273457,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
988,31,Federal-gov,165949,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
989,26,Private,142152,11th,7,Never-married,Transport-moving,Not-in-family,White,Female,0,0,35,United-States,<=50K
990,23,Private,189203,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
991,58,State-gov,179089,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
992,44,Self-emp-not-inc,53956,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137,0,40,United-States,<=50K
993,59,Self-emp-inc,77816,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
994,36,Local-gov,74593,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
995,42,Private,196158,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,8614,0,52,United-States,>50K
996,17,Private,28544,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
997,59,Local-gov,662460,10th,6,Widowed,Prof-specialty,Unmarried,White,Female,0,0,15,United-States,<=50K
998,22,Private,152328,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
999,40,Private,120277,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
1000,36,Private,180278,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
1001,19,?,426589,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K
1002,49,Private,111558,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1977,25,United-States,>50K
1003,18,?,243203,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,Puerto-Rico,<=50K
1004,38,Self-emp-not-inc,195686,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Male,0,0,25,United-States,<=50K
1005,48,Private,226696,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
1006,53,?,118058,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
1007,33,Private,172237,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,United-States,<=50K
1008,34,Self-emp-not-inc,114074,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
1009,41,Federal-gov,171589,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,?,>50K
1010,20,?,184271,Assoc-acdm,12,Never-married,?,Own-child,White,Female,594,0,20,United-States,<=50K
1011,58,Local-gov,218724,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
1012,52,Private,134190,10th,6,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
1013,45,Local-gov,181964,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,47,United-States,>50K
1014,37,Private,385330,7th-8th,4,Separated,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
1015,48,Private,242406,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Dominican-Republic,<=50K
1016,40,Federal-gov,107584,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
1017,29,Private,127892,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
1018,33,Private,160261,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,10,United-States,<=50K
1019,51,?,285200,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2105,0,24,United-States,<=50K
1020,48,Private,153254,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,48,United-States,<=50K
1021,36,Self-emp-not-inc,294672,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
1022,31,Private,145924,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,35,United-States,<=50K
1023,41,Self-emp-not-inc,280005,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
1024,29,Federal-gov,66893,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
1025,20,Private,47039,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
1026,53,Federal-gov,36186,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
1027,37,Private,159383,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
1028,28,Private,192010,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K
1029,27,Private,216479,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
1030,57,?,274680,Preschool,1,Separated,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
1031,23,Private,211345,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Nicaragua,<=50K
1032,25,Private,203561,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,56,United-States,>50K
1033,63,Private,170815,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
1034,65,Self-emp-not-inc,200565,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,18,United-States,<=50K
1035,77,Private,89655,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
1036,32,Private,234195,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
1037,40,Private,98466,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
1038,67,Private,191437,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
1039,35,Private,77792,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,?,<=50K
1040,24,Local-gov,134181,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
1041,53,State-gov,195690,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
1042,37,Self-emp-inc,94869,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,4787,0,40,United-States,>50K
1043,44,State-gov,267464,Some-college,10,Separated,Tech-support,Own-child,Black,Female,0,0,40,United-States,<=50K
1044,25,?,257006,11th,7,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
1045,17,Private,81010,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
1046,47,Private,54260,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,60,United-States,>50K
1047,62,Federal-gov,171995,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,2829,0,40,United-States,<=50K
1048,39,Private,245665,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
1049,18,?,35855,11th,7,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
1050,32,State-gov,189838,Some-college,10,Divorced,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
1051,25,Private,629900,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,>50K
1052,30,Private,84119,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
1053,47,Private,47343,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
1054,40,Private,103614,10th,6,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
1055,38,Private,303092,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
1056,41,State-gov,124520,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
1057,21,Private,220857,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
1058,32,State-gov,247481,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
1059,54,Private,283281,7th-8th,4,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,50,United-States,<=50K
1060,31,Private,25610,Preschool,1,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,25,United-States,<=50K
1061,42,Private,13769,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
1062,23,Private,283969,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Mexico,<=50K
1063,18,Private,185522,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,33,United-States,<=50K
1064,65,?,173309,7th-8th,4,Widowed,?,Not-in-family,White,Female,401,0,12,United-States,<=50K
1065,37,Private,144005,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
1066,53,State-gov,205949,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
1067,50,Private,158948,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,84,United-States,<=50K
1068,64,Private,240357,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
1069,55,Private,243929,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
1070,63,Private,201700,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,>50K
1071,53,Private,208402,Some-college,10,Divorced,Adm-clerical,Unmarried,Other,Female,4865,0,45,Mexico,<=50K
1072,18,Private,120599,11th,7,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
1073,33,Private,231826,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
1074,62,Private,499971,11th,7,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K
1075,56,Private,227972,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,48,Germany,>50K
1076,58,State-gov,299680,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,43,United-States,>50K
1077,33,Private,231822,10th,6,Separated,Sales,Unmarried,White,Female,0,0,38,United-States,<=50K
1078,58,Private,185459,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
1079,44,Private,90582,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
1080,81,Private,184615,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,White,Female,1264,0,40,United-States,<=50K
1081,28,Private,173858,HS-grad,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,35,China,<=50K
1082,28,Private,132326,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
1083,43,Private,315037,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
1084,51,Private,175122,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
1085,23,Private,239577,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,52,United-States,<=50K
1086,48,Self-emp-not-inc,96975,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
1087,45,Self-emp-inc,61885,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,48,United-States,>50K
1088,48,Private,185870,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
1089,37,State-gov,142282,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,16,United-States,<=50K
1090,34,Private,334744,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
1091,63,Self-emp-not-inc,201600,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,60,United-States,>50K
1092,38,Private,34378,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
1093,29,Private,180271,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
1094,33,Private,123833,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
1095,47,Private,213304,5th-6th,3,Separated,Other-service,Unmarried,White,Female,0,0,40,El-Salvador,<=50K
1096,30,Private,296538,9th,5,Divorced,Farming-fishing,Own-child,White,Male,0,0,30,United-States,<=50K
1097,35,Private,391937,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
1098,54,Self-emp-inc,175339,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,40,United-States,>50K
1099,26,Private,60726,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,6849,0,50,United-States,<=50K
1100,39,Private,191103,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,54,United-States,<=50K
1101,34,State-gov,32174,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
1102,55,Private,176219,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K
1103,33,Self-emp-not-inc,294434,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,76,United-States,>50K
1104,17,Private,310885,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,36,Mexico,<=50K
1105,27,Private,171133,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K
1106,53,Private,162951,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,41,United-States,>50K
1107,43,Private,223934,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
1108,22,Private,23940,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
1109,52,Private,88073,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,50,United-States,<=50K
1110,60,Private,57371,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
1111,55,Self-emp-not-inc,73684,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,65,United-States,>50K
1112,39,Private,107164,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
1113,29,Private,120126,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,40,United-States,>50K
1114,41,Self-emp-not-inc,54611,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States,>50K
1115,61,Private,131117,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Female,0,0,40,Puerto-Rico,<=50K
1116,71,Federal-gov,101676,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
1117,20,Private,403965,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,35,United-States,<=50K
1118,33,Private,177083,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Canada,<=50K
1119,52,Private,173987,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
1120,40,Private,352080,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
1121,26,?,102400,HS-grad,9,Married-civ-spouse,?,Own-child,White,Male,0,0,40,United-States,<=50K
1122,31,Local-gov,378426,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,Columbia,<=50K
1123,42,Private,210857,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
1124,63,Private,165775,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,21,United-States,<=50K
1125,53,Private,295896,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
1126,34,State-gov,238944,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
1127,48,Private,149640,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,1506,0,40,Honduras,<=50K
1128,67,?,106175,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,>50K
1129,49,Private,191320,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
1130,28,Local-gov,134771,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,55,United-States,<=50K
1131,51,?,295538,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
1132,44,Private,120277,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
1133,27,Private,82393,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
1134,49,Private,146121,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,20,Vietnam,<=50K
1135,34,Private,162544,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,0,0,30,United-States,<=50K
1136,27,Self-emp-not-inc,216178,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
1137,38,Self-emp-not-inc,248694,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
1138,24,Private,219140,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
1139,29,Private,360401,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,1719,48,United-States,<=50K
1140,39,Private,319962,HS-grad,9,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
1141,50,Private,115284,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
1142,42,Private,29702,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K
1143,63,?,107085,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,7,United-States,<=50K
1144,44,State-gov,204361,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
1145,58,Private,218312,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
1146,25,Private,182332,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
1147,23,Private,127876,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
1148,20,Private,316702,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
1149,46,Self-emp-not-inc,292549,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
1150,21,Private,203178,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
1151,63,Private,180099,10th,6,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
1152,38,Private,154541,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,>50K
1153,27,Private,95465,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
1154,41,Private,171839,Masters,14,Married-civ-spouse,Other-service,Wife,White,Female,0,0,50,United-States,>50K
1155,43,Private,115562,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
1156,39,State-gov,42478,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
1157,48,?,117054,5th-6th,3,Divorced,?,Not-in-family,White,Male,0,0,99,United-States,<=50K
1158,56,Self-emp-inc,124137,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,45,United-States,>50K
1159,44,State-gov,107503,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,60,United-States,<=50K
1160,24,Private,70261,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
1161,49,Private,367037,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,4650,0,40,United-States,<=50K
1162,38,Private,258339,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,70,Iran,<=50K
1163,36,Self-emp-not-inc,269509,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
1164,27,State-gov,301302,Doctorate,16,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,0,20,?,<=50K
1165,50,Private,369367,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
1166,46,Private,224582,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,52,United-States,<=50K
1167,41,Local-gov,343591,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,10,United-States,<=50K
1168,45,?,53540,11th,7,Divorced,?,Unmarried,Black,Female,0,0,16,United-States,<=50K
1169,46,Private,153536,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
1170,65,?,91262,HS-grad,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,48,United-States,>50K
1171,44,Private,238574,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
1172,35,Private,247558,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K
1173,44,Self-emp-not-inc,188278,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,45,United-States,<=50K
1174,51,Private,194995,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
1175,74,Local-gov,168782,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
1176,32,Private,287229,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
1177,22,Private,202153,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
1178,58,?,230586,10th,6,Widowed,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
1179,47,Private,115358,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
1180,32,Private,78283,12th,8,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
1181,64,Federal-gov,168854,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,25,United-States,<=50K
1182,44,Private,222011,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,25,United-States,>50K
1183,59,Private,157749,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,0,3004,40,United-States,>50K
1184,34,Private,203814,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K
1185,54,Private,74660,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,Canada,>50K
1186,33,Private,292603,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,30,Dominican-Republic,<=50K
1187,44,Private,172364,1st-4th,2,Married-civ-spouse,Transport-moving,Wife,White,Female,3908,0,60,United-States,<=50K
1188,31,Private,305619,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
1189,30,State-gov,157990,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
1190,18,Private,120243,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,17,United-States,<=50K
1191,56,Self-emp-not-inc,296991,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,England,>50K
1192,24,Private,174845,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
1193,23,Private,180475,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
1194,51,Private,152652,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
1195,24,Private,172941,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,20,United-States,<=50K
1196,39,Federal-gov,450770,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,<=50K
1197,49,Self-emp-not-inc,166003,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
1198,22,?,204935,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
1199,42,State-gov,60949,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
1200,51,Local-gov,181132,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,39,United-States,>50K
1201,20,Private,408988,Some-college,10,Never-married,Sales,Own-child,White,Female,594,0,24,United-States,<=50K
1202,49,Private,169515,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
1203,31,Private,250087,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
